,screenId,icon_path,bounds,reference_captions,icon_context,generated_caption
674,3333,3333_10.jpg,"[1328, 1446, 1440, 1558]",add to favorites|favorite angry cat 05|shows star icon,"{""app activity name"": ""cat.ereza.sounds.cats.activities.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""list_view_not_favorited""}, ""parent node"": [{""resource_id"": ""list_view""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""list_view_text"", ""text"": ""Angry cat 05"", ""class"": ""TextView""}, {""resource_id"": ""list_view_number_of_plays"", ""text"": ""played 74023 times"", ""class"": ""TextView""}, {""resource_id"": ""list_view_new"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_movie"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}]}",favorite button
675,3333,3333_11.jpg,"[1328, 1560, 1440, 1672]",for rating|like button|shows favourite icon,"{""app activity name"": ""cat.ereza.sounds.cats.activities.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""list_view_not_favorited""}, ""parent node"": [{""resource_id"": ""list_view""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""list_view_text"", ""text"": ""Kitten 7"", ""class"": ""TextView""}, {""resource_id"": ""list_view_number_of_plays"", ""text"": ""played 73811 times"", ""class"": ""TextView""}, {""resource_id"": ""list_view_new"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_movie"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}]}",add to favorites
676,3333,3333_12.jpg,"[1328, 1674, 1440, 1786]",favorite icon|give star rating|select favorite,"{""app activity name"": ""cat.ereza.sounds.cats.activities.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""list_view_not_favorited""}, ""parent node"": [{""resource_id"": ""list_view""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""list_view_text"", ""text"": ""Kitten 5"", ""class"": ""TextView""}, {""resource_id"": ""list_view_number_of_plays"", ""text"": ""played 65575 times"", ""class"": ""TextView""}, {""resource_id"": ""list_view_new"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_movie"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}]}",add to favorites
677,3333,3333_13.jpg,"[1328, 1788, 1440, 1900]",favorite|favorite angry cat 14|like,"{""app activity name"": ""cat.ereza.sounds.cats.activities.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""list_view_not_favorited""}, ""parent node"": [{""resource_id"": ""list_view""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""list_view_text"", ""text"": ""Angry cat 14"", ""class"": ""TextView""}, {""resource_id"": ""list_view_number_of_plays"", ""text"": ""played 64538 times"", ""class"": ""TextView""}, {""resource_id"": ""list_view_new"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_movie"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}]}",favorite button
678,3333,3333_14.jpg,"[1328, 1902, 1440, 2014]",add sound to your favorites|favorite audio track|favourites,"{""app activity name"": ""cat.ereza.sounds.cats.activities.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""list_view_not_favorited""}, ""parent node"": [{""resource_id"": ""list_view""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""list_view_text"", ""text"": ""Kitten 8"", ""class"": ""TextView""}, {""resource_id"": ""list_view_number_of_plays"", ""text"": ""played 61774 times"", ""class"": ""TextView""}, {""resource_id"": ""list_view_new"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_movie"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}]}",add to favorites
679,3333,3333_15.jpg,"[1328, 2016, 1440, 2128]",add to favorites|highlight the female cat looking for love|like,"{""app activity name"": ""cat.ereza.sounds.cats.activities.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""list_view_not_favorited""}, ""parent node"": [{""resource_id"": ""list_view""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""list_view_text"", ""text"": ""Female cat looking for love"", ""class"": ""TextView""}, {""resource_id"": ""list_view_number_of_plays"", ""text"": ""played 61529 times"", ""class"": ""TextView""}, {""resource_id"": ""list_view_new"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_movie"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}]}",favorite button
680,3333,3333_16.jpg,"[1328, 2130, 1440, 2197]",favorite item|give star rating|toggle favorite,"{""app activity name"": ""cat.ereza.sounds.cats.activities.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""list_view_not_favorited""}, ""parent node"": [{""resource_id"": ""list_view""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""list_view_text"", ""text"": ""Kitten 6"", ""class"": ""TextView""}, {""resource_id"": ""list_view_number_of_plays"", ""text"": ""played 60217 times"", ""class"": ""TextView""}, {""resource_id"": ""list_view_new"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_movie"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}, {""resource_id"": ""list_view_favorited"", ""class"": ""ImageView""}]}",favorite button
681,2991,2991_1.jpg,"[1226, 317, 1408, 499]",clear data field|close tab|exit,"{""app activity name"": ""tursky.jan.nauc.sa.html5.MenuFragments"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""imgDelete""}, ""parent node"": [{""resource_id"": ""layoutFilter""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""imgSearch"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""searchFilter"", ""class"": ""AppCompatEditText""}, {""resource_id"": ""searchFilter"", ""class"": ""AppCompatEditText""}]}",clear search
682,37882,37882_1.jpg,"[0, 84, 196, 280]",back arrow|back button|go back,"{""app activity name"": ""com.mediabay.MediabayActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton""}, ""parent node"": [{""resource_id"": ""toolbar""}, {""class"": ""Toolbar""}], ""sibling nodes"": [{""text"": ""Mediabay.TV"", ""class"": ""AppCompatTextView""}, {""text"": ""Mediabay.TV"", ""class"": ""AppCompatTextView""}, {""class"": ""ActionMenuView""}, {""text"": ""Settings"", ""class"": ""AppCompatTextView""}]}",go back
683,49099,49099_1.jpg,"[501, 462, 613, 574]",edit|edit information|identify plant,"{""app activity name"": ""org.plantnet.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""btn_edit_name""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""last_contributions_item_name"", ""text"": ""Nerium oleander L."", ""class"": ""AppCompatTextView""}, {""resource_id"": ""last_contributions_item_name"", ""text"": ""Nerium oleander L."", ""class"": ""AppCompatTextView""}]}",edit name
684,49099,49099_2.jpg,"[548, 1798, 660, 1910]",edit|edit option|edit this photo/article,"{""app activity name"": ""org.plantnet.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""btn_edit_name""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""last_contributions_item_name"", ""text"": ""Bauhinia variegata L."", ""class"": ""AppCompatTextView""}, {""resource_id"": ""last_contributions_item_name"", ""text"": ""Bauhinia variegata L."", ""class"": ""AppCompatTextView""}]}",edit name
685,749,749_1.jpg,"[0, 207, 151, 375]",first page|open selected window,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line1""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select line 1
686,749,749_2.jpg,"[131, 207, 292, 375]",commute location option|select 2,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line2"", ""OCR detected text"": [""2""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select line 2
687,749,749_3.jpg,"[272, 207, 433, 375]",go to step 3|third bus stop|view alternate route,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line3"", ""OCR detected text"": [""3""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select line 3
688,749,749_4.jpg,"[554, 207, 715, 375]",5 train button|este e o numero 5|view 5th step,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line5"", ""OCR detected text"": [""5""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select line 5
689,749,749_5.jpg,"[695, 207, 856, 375]",click on number 6|este e o numero 6|view train 6 times,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line6"", ""OCR detected text"": [""6""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select line 6
690,749,749_6.jpg,"[977, 207, 1138, 375]",get information about a line|other stations|view step a,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""linea""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select a
691,749,749_7.jpg,"[1259, 207, 1420, 375]",select c|select option c select route c|view station,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""linec""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select c
692,749,749_8.jpg,"[25, 1108, 233, 1242]",commute location button|select number 2 top downtown,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imageView0"", ""OCR detected text"": [""4""]}, ""parent node"": [{""resource_id"": ""linearLayout0""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""direction0"", ""text"": ""Flatbush Av - Brooklyn College"", ""class"": ""TextView""}, {""resource_id"": ""timing0"", ""text"": ""4 min"", ""class"": ""TextView""}]}",select line 2
693,22382,22382_1.jpg,"[405, 2077, 531, 2175]",go back|go back|go back one page or screen,"{""app activity name"": ""com.zalebox.bedroom.decorating.ideas.p1.BedroomDecoratingIdeasG1"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_prev1""}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}, {""resource_id"": ""btn_next1"", ""class"": ""ImageView""}]}",go back
694,22382,22382_2.jpg,"[531, 2063, 657, 2189]",open image in new window|save this file,"{""app activity name"": ""com.zalebox.bedroom.decorating.ideas.p1.BedroomDecoratingIdeasG1"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_set""}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}, {""resource_id"": ""btn_next1"", ""class"": ""ImageView""}]}",share the image
695,22382,22382_3.jpg,"[657, 2063, 783, 2189]",save decoration|save idea|save this,"{""app activity name"": ""com.zalebox.bedroom.decorating.ideas.p1.BedroomDecoratingIdeasG1"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_save"", ""OCR detected text"": [""0""]}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}, {""resource_id"": ""btn_next1"", ""class"": ""ImageView""}]}",save
696,22382,22382_4.jpg,"[783, 2063, 909, 2189]",share|share image,"{""app activity name"": ""com.zalebox.bedroom.decorating.ideas.p1.BedroomDecoratingIdeasG1"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_share""}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_next1"", ""class"": ""ImageView""}]}",share the image
697,22382,22382_5.jpg,"[909, 2077, 1035, 2175]",go forward|go to next|view next page,"{""app activity name"": ""com.zalebox.bedroom.decorating.ideas.p1.BedroomDecoratingIdeasG1"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_next1""}, ""parent node"": [{""resource_id"": ""layout_btn1""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""btn_prev1"", ""class"": ""ImageView""}, {""resource_id"": ""btn_set"", ""class"": ""ImageView""}, {""resource_id"": ""btn_save"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}, {""resource_id"": ""btn_share"", ""class"": ""ImageView""}]}",go to next
698,17092,17092_1.jpg,"[0, 84, 158, 224]",go back|go back|return,"{""app activity name"": ""socials.com.application.followers.MediaViewActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""menu""}, ""parent node"": [{""resource_id"": ""follower_pack""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""home"", ""text"": ""Get Instant Likes"", ""class"": ""TextView""}]}",go back
699,29958,29958_1.jpg,"[107, 1857, 392, 2079]",open referral link|refer a friend|refera a friend,"{""app activity name"": ""com.ak.app.firehouse.activity.Tabbars"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""hp_refer"", ""OCR detected text"": [""REFER A"", ""FRIEND""]}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""gameButton"", ""class"": ""ImageView""}]}",refer a friend
700,19823,19823_1.jpg,"[1230, 84, 1440, 238]",open settings menu|options/settings|view settings,"{""app activity name"": ""md58af6a252dbc0b86881b7a4da5787c559.SlidingMenuActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""preferencesButton""}, ""parent node"": [{""resource_id"": ""navBar""}, {""class"": ""NavBar""}], ""sibling nodes"": [{""class"": ""RelativeLayout""}, {""class"": ""RelativeLayout""}]}",go to settings
701,19823,19823_2.jpg,"[0, 84, 210, 238]",button to activate the menu|menu button,"{""app activity name"": ""md58af6a252dbc0b86881b7a4da5787c559.SlidingMenuActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""menuButton""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""navTitle"", ""text"": ""Messages"", ""class"": ""TextView""}]}",open menu
702,13763,13763_1.jpg,"[1335, 938, 1405, 1008]",delete|tap to delete everything,"{""app activity name"": ""com.igg.android.im.ui.setting.FeedbackActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""btn_delete""}, ""parent node"": [{""resource_id"": ""lin_count""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""tv_count"", ""text"": ""400/400"", ""class"": ""TextView""}, {""resource_id"": ""tv_count"", ""text"": ""400/400"", ""class"": ""TextView""}]}",close
703,21045,21045_1.jpg,"[598, 1658, 682, 1760]",favorite an item|like the dress you love|toggle like,"{""app activity name"": ""com.mirraw.android.ui.activities.ProductListingActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""heartImageView""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""rippleView"", ""class"": ""RippleView""}, {""resource_id"": ""rippleView"", ""class"": ""RippleView""}]}",like the product
704,21045,21045_2.jpg,"[1290, 1567, 1374, 1669]",like option|likes,"{""app activity name"": ""com.mirraw.android.ui.activities.ProductListingActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""heartImageView""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""rippleView"", ""class"": ""RippleView""}, {""resource_id"": ""rippleView"", ""class"": ""RippleView""}]}",like the product
